"folio","fpago","almacen","fechatt","cliente","importe","serie","hora","agente","sucursal","id"
"26,868","C","24","2023-01-04","MOSTRADOR","153","TZM","19:58:15","668","TMZ","284183"
"34,009","C","25","2023-01-04","ALFREDO PATI","33","3PA","16:39:01","711","PAPAN","284184"
"491,658","C","19","2023-01-04","MOSTRADOR","151","TID","16:40:35","218","INDE","284185"
"160,335","C","28","2023-01-04","MOSTRADOR","65","TCZ","16:38:04","507","COAT","284186"
"567,448","C","05","2023-01-04","MOSTRADOR","101","TT1","16:37:53","45","TZ","284187"
"26,950","C","21","2023-01-04","JUAN FRANCISCO BUSTAMANTE DESCHAMPS","87","3TX","16:44:50","397","TX","284188"
"567,449","C","05","2023-01-04","MOSTRADOR","0","TT1","16:45:07","45","TZ","284189"
"337,885","C","25","2023-01-04","MOSTRADOR","16","TPA","16:40:05","456","PAPAN","284190"
"575,084","C","17","2023-01-04","MOSTRADOR","86","TMS","16:51:24","689","MISAN","284191"
"26,868","C","24","2023-01-04","MOSTRADOR","42","TZM","16:40:07","288","TMZ","284192"
"337,886","C","25","2023-01-04","MOSTRADOR","45","TPA","16:40:42","508","PAPAN","284193"
"201,733","C","29","2023-01-04","MOSTRADOR","69","TGZ","16:40:41","771","GZAMO","284194"
"47,824","K","30","2023-01-04","MOSTRADOR","43","TVZ","16:41:12","715","VERAC","284195"
"534,647","C","03","2023-01-04","MOSTRADOR","16","TME","16:41:26","719","ME","284196"
"337,889","C","25","2023-01-04","MOSTRADOR","70","TPA","16:49:18","508","PAPAN","284197"
"201,734","C","29","2023-01-04","MOSTRADOR","31","TGZ","16:47:41","783","GZAMO","284198"
"20,315","C","09","2023-01-04","MOSTRADOR","476","3MA","16:41:20","34","CA","284199"
"8,294","C","14","2023-01-04","MOSTRADOR","733","TT4","17:57:56","784","TEZIU","284200"
"100,239","C","31","2023-01-04","MOSTRADOR","25","TR2","18:07:21","684","VEPR2","284201"
"491,660","C","19","2023-01-04","MOSTRADOR","99","TID","16:42:06","511","INDE","284202"
"289,231","C","21","2023-01-04","MOSTRADOR","21","TTX","16:41:56","397","TX","284203"
"337,893","K","25","2023-01-04","MOSTRADOR","60","TPA","17:06:25","711","PAPAN","284204"
"4,572","C","36","2023-01-04","INMOBILIARIA Y CONSTRUCTORA MAROC 32","35","3AF","17:10:37","700","ALFIN","284205"
"26,870","C","24","2023-01-04","MOSTRADOR","118","TZM","16:42:34","288","TMZ","284206"
"47,825","C","30","2023-01-04","MOSTRADOR","6","TVZ","16:46:44","715","VERAC","284207"
"534,653","C","03","2023-01-04","MOSTRADOR","362","TME","16:49:31","719","ME","284208"
"289,232","C","21","2023-01-04","MOSTRADOR","7","TTX","16:43:26","219","TX","284209"
"491,661","C","19","2023-01-04","MOSTRADOR","495","TID","16:44:17","753","INDE","284210"
"337,887","C","25","2023-01-04","MOSTRADOR","34","TPA","16:44:30","508","PAPAN","284211"
"605,372","C","08","2023-01-04","MOSTRADOR","16","TT2","16:50:21","3","RP","284212"
"491,662","C","19","2023-01-04","MOSTRADOR","9","TID","16:48:49","753","INDE","284213"
"534,648","C","03","2023-01-04","MOSTRADOR","50","TME","16:45:33","14","ME","284214"
"3,675","C","24","2023-01-04","MOSTRADOR","5","3ZM","16:46:25","503","TMZ","284215"
"23,317","C","08","2023-01-04","SABALO DE XALAPA","201","3T2","16:54:11","372","RP","284216"
"395,007","C","06","2023-01-04","MOSTRADOR","46","TTP","16:45:50","337","TL","284217"
"3,674","C","24","2023-01-04","JORGE CUEVAS SAYAGO","153","3ZM","16:46:15","668","TMZ","284218"
"337,888","C","25","2023-01-04","MOSTRADOR","77","TPA","16:48:53","456","PAPAN","284219"
"605,371","C","08","2023-01-04","MOSTRADOR","45","TT2","16:48:14","765","RP","284220"
"412,979","C","36","2023-01-04","MOSTRADOR","65","TAF","16:46:04","169","ALFIN","284221"
"289,233","C","21","2023-01-04","MOSTRADOR","42","TTX","16:46:21","397","TX","284222"
"534,649","C","03","2023-01-04","MOSTRADOR","54","TME","16:46:40","14","ME","284223"
"47,825","C","30","2023-01-04","MOSTRADOR","802","TVZ","16:51:51","715","VERAC","284224"
"250,272","C","20","2023-01-04","MOSTRADOR","7","TPZ","16:48:01","756","PR","284225"
"20,439","C","05","2023-01-04","NELLY YANNETTE RUIZ PAZOS","772","3T1","16:53:27","45","TZ","284226"
"26,871","C","24","2023-01-04","MOSTRADOR","34","TZM","16:47:18","503","TMZ","284227"
"534,651","C","03","2023-01-04","MOSTRADOR","18","TME","16:48:19","14","ME","284228"
"160,336","C","28","2023-01-04","MOSTRADOR","154","TCZ","16:52:03","507","COAT","284229"
"26,872","C","24","2023-01-04","MOSTRADOR","27","TZM","16:49:51","288","TMZ","284230"
"395,008","C","06","2023-01-04","MOSTRADOR","85","TTP","16:50:44","773","TL","284231"
"412,984","C","36","2023-01-04","MOSTRADOR","8","TAF","17:17:59","700","ALFIN","284232"
"46,800","G","38","2023-01-04","PUBLICO EN GENERAL MLIBRE","1","TML","16:53:10","679","FMLIB","284233"
"27,917","C","26","2023-01-04","MOSTRADOR","146","TTI","16:57:21","166","TIHUA","284234"
"534,652","C","03","2023-01-04","MOSTRADOR","36","TME","16:48:52","14","ME","284235"
"289,234","W","21","2023-01-04","MOSTRADOR","355","TTX","16:51:59","397","TX","284236"
"491,663","C","19","2023-01-04","MOSTRADOR","36","TID","16:50:06","753","INDE","284237"
"534,655","C","03","2023-01-04","MOSTRADOR","85","TME","16:56:34","719","ME","284238"
"68,315","C","35","2023-01-04","MOSTRADOR","22","TPP","16:50:17","759","PAPA2","284239"
"412,980","C","36","2023-01-04","MOSTRADOR","96","TAF","16:55:10","700","ALFIN","284240"
"337,890","C","25","2023-01-04","MOSTRADOR","46","TPA","16:50:30","456","PAPAN","284241"
"201,736","C","29","2023-01-04","MOSTRADOR","40","TGZ","16:56:27","771","GZAMO","284242"
"491,664","C","19","2023-01-04","MOSTRADOR","31","TID","16:50:59","753","INDE","284243"
"26,873","C","24","2023-01-04","MOSTRADOR","35","TZM","16:53:17","668","TMZ","284244"
"337,892","C","25","2023-01-04","MOSTRADOR","43","TPA","17:03:55","711","PAPAN","284245"
"567,452","C","05","2023-01-04","MOSTRADOR","85","TT1","16:53:54","211","TZ","284246"
"567,451","C","05","2023-01-04","MOSTRADOR","182","TT1","16:53:37","640","TZ","284247"
"39,834","K","04","2023-01-04","RJJ INGENIERIA Y SERVICIOS INTEGRALES","209","3PL","16:47:59","538","PVERD","284248"
"289,235","C","21","2023-01-04","MOSTRADOR","103","TTX","16:52:23","219","TX","284249"
"68,317","C","35","2023-01-04","MOSTRADOR","24","TPP","16:55:19","678","PAPA2","284250"
"15,094","C","30","2023-01-04","HOTEL REAL VILLA FLORIDA VERACRUZ","38","3VZ","16:59:10","715","VERAC","284251"
"605,375","C","08","2023-01-04","MOSTRADOR","146","TT2","17:05:36","372","RP","284252"
"130,897","C","08","2023-01-04","SUCURSAL TEZIUTLAN 1","0","TS","16:53:18","47","RP","284253"
"289,236","C","21","2023-01-04","MOSTRADOR","81","TTX","16:52:54","397","TX","284254"
"160,337","C","28","2023-01-04","MOSTRADOR","52","TCZ","16:53:30","322","COAT","284255"
"201,735","C","29","2023-01-04","MOSTRADOR","815","TGZ","16:55:31","524","GZAMO","284256"
"26,873","C","24","2023-01-04","MOSTRADOR","83","TZM","16:55:47","288","TMZ","284257"
"130,897","C","05","2023-01-04",,"0","TS","16:53:17","47","RP","284258"
"343,595","C","04","2023-01-04","MOSTRADOR","34","TPL","16:56:07","94","PVERD","284259"
"46,801","G","38","2023-01-04","PUBLICO EN GENERAL MLIBRE","2","TML","16:54:11","679","FMLIB","284260"
"16,227","C","06","2023-01-04","LEOBARDO HERNANDEZ BARBOSA","148","3TP","17:01:16","308","TL","284261"
"575,085","C","17","2023-01-04","MOSTRADOR","71","TMS","17:07:44","693","MISAN","284262"
"534,659","C","03","2023-01-04","MOSTRADOR","103","TME","17:07:18","743","ME","284263"
"289,240","C","21","2023-01-04","MOSTRADOR","50","TTX","17:09:08","397","TX","284264"
"34,010","C","25","2023-01-04","MOSTRADOR","7","3PA","16:54:43","508","PAPAN","284265"
"289,237","K","21","2023-01-04","MOSTRADOR","113","TTX","16:54:48","219","TX","284266"
"20,440","C","05","2023-01-04","NELLY YANNETTE RUIZ PAZOS","846","3T1","16:55:00","45","TZ","284267"
"534,654","C","03","2023-01-04","MOSTRADOR","34","TME","16:54:21","14","ME","284268"
"605,373","C","08","2023-01-04","MOSTRADOR","11","TT2","16:59:23","3","RP","284269"
"46,802","G","38","2023-01-04","PUBLICO EN GENERAL MLIBRE","0","TML","16:55:02","679","FMLIB","284270"
"160,338","C","28","2023-01-04","MOSTRADOR","72","TCZ","16:54:39","322","COAT","284271"
"567,454","C","05","2023-01-04","MOSTRADOR","26","TT1","16:54:46","640","TZ","284272"
"567,453","C","05","2023-01-04","MOSTRADOR","381","TT1","16:54:39","211","TZ","284273"
"26,874","C","24","2023-01-04","MOSTRADOR","244","TZM","16:57:08","668","TMZ","284274"
"62,958","C","37","2023-01-04","SUCURSAL XALAPA","0","TAS","17:15:54","5","CEDIS","284275"
"20,316","C","09","2023-01-04","MOSTRADOR","1","3MA","16:55:39","34","CA","284276"
"68,318","C","35","2023-01-04","MOSTRADOR","429","TPP","16:58:45","759","PAPA2","284277"
"46,803","G","38","2023-01-04","PUBLICO EN GENERAL MLIBRE","327","TML","16:56:51","679","FMLIB","284278"
"337,891","C","25","2023-01-04","MOSTRADOR","116","TPA","16:55:36","508","PAPAN","284279"
"343,596","C","04","2023-01-04","MOSTRADOR","713","TPL","16:56:26","782","PVERD","284280"
"395,008","C","06","2023-01-04","MOSTRADOR","85","TTP","16:56:01","774","TL","284281"
"567,455","C","05","2023-01-04","MOSTRADOR","73","TT1","16:57:15","211","TZ","284282"
"26,874","C","24","2023-01-04","MOSTRADOR","1","TZM","16:56:53","288","TMZ","284283"
"567,460","C","05","2023-01-04","MOSTRADOR","52","TT1","17:30:26","45","TZ","284284"
"100,234","C","31","2023-01-04","MOSTRADOR","545","TR2","16:57:25","684","VEPR2","284285"
"605,374","C","08","2023-01-04","MOSTRADOR","9","TT2","17:02:44","769","RP","284286"
"412,981","C","36","2023-01-04","MOSTRADOR","44","TAF","16:57:19","169","ALFIN","284287"
"39,834","K","04","2023-01-04","RJJ INGENIERIA Y SERVICIOS INTEGRALES","209","3PL","16:57:30","538","PVERD","284288"
"534,656","C","03","2023-01-04","MOSTRADOR","43","TME","17:01:18","719","ME","284289"
"46,804","G","38","2023-01-04","PUBLICO EN GENERAL MLIBRE","1","TML","16:58:06","679","FMLIB","284290"
"160,339","C","28","2023-01-04","MOSTRADOR","37","TCZ","16:58:00","507","COAT","284291"
"21,827","W","26","2023-01-04","GUILLERMO DE LUNA MALDONADO","1","3TH","17:39:34","166","TIHUA","284292"
"343,597","C","04","2023-01-04","MOSTRADOR","63","TPL","16:58:59","10","PVERD","284293"
"46,805","G","38","2023-01-04","PUBLICO EN GENERAL MLIBRE","1","TML","16:58:51","679","FMLIB","284294"
"395,012","C","06","2023-01-04","MOSTRADOR","154","TTP","17:06:19","337","TL","284295"
"343,598","C","04","2023-01-04","MOSTRADOR","187","TPL","17:00:00","94","PVERD","284296"
"26,875","C","24","2023-01-04","MOSTRADOR","35","TZM","16:58:38","503","TMZ","284297"
"164,822","C","27","2023-01-04","MOSTRADOR","43","TT3","17:02:36","778","HIDAL","284298"
"491,665","C","19","2023-01-04","MOSTRADOR","89","TID","16:59:56","753","INDE","284299"
"395,010","C","06","2023-01-04","MOSTRADOR","103","TTP","17:02:51","774","TL","284300"
"289,238","C","21","2023-01-04","MOSTRADOR","38","TTX","17:03:49","219","TX","284301"
"46,806","G","38","2023-01-04","PUBLICO EN GENERAL MLIBRE","1","TML","17:00:38","679","FMLIB","284302"
"343,600","C","04","2023-01-04","MOSTRADOR","28","TPL","17:04:50","782","PVERD","284303"
"250,273","C","20","2023-01-04","MOSTRADOR","60","TPZ","17:00:07","587","PR","284304"
"160,340","C","28","2023-01-04","MOSTRADOR","65","TCZ","17:00:40","322","COAT","284305"
"491,666","C","19","2023-01-04","MOSTRADOR","10","TID","17:07:07","753","INDE","284306"
"47,826","C","30","2023-01-04","MOSTRADOR","20","TVZ","17:40:09","715","VERAC","284307"
"201,738","C","29","2023-01-04","MOSTRADOR","22","TGZ","17:04:37","771","GZAMO","284308"
"68,319","C","35","2023-01-04","MOSTRADOR","51","TPP","17:10:14","678","PAPA2","284309"
"160,342","C","28","2023-01-04","MOSTRADOR","106","TCZ","17:07:42","507","COAT","284310"
"534,657","C","03","2023-01-04","MOSTRADOR","81","TME","17:01:22","743","ME","284311"
"46,807","G","38","2023-01-04","PUBLICO EN GENERAL MLIBRE","2","TML","17:01:50","679","FMLIB","284312"
"343,599","C","04","2023-01-04","MOSTRADOR","3","TPL","17:03:03","10","PVERD","284313"
"26,880","C","24","2023-01-04","MOSTRADOR","594","TZM","17:05:14","668","TMZ","284314"
"26,881","C","24","2023-01-04","MOSTRADOR","1","TZM","17:08:31","503","TMZ","284315"
"534,658","C","03","2023-01-04","MOSTRADOR","14","TME","17:05:21","719","ME","284316"
"26,878","C","24","2023-01-04","MOSTRADOR","61","TZM","17:04:07","288","TMZ","284317"
"201,742","C","29","2023-01-04","MOSTRADOR","65","TGZ","17:11:57","520","GZAMO","284318"
"412,983","C","36","2023-01-04","MOSTRADOR","887","TAF","17:15:32","700","ALFIN","284319"
"164,823","C","27","2023-01-04","MOSTRADOR","84","TT3","17:07:14","779","HIDAL","284320"
"32,333","C","12","2023-01-04","MOSTRADOR","49","TXA","17:05:29","55","XALAP","284321"
"343,601","C","04","2023-01-04","MOSTRADOR","105","TPL","17:05:33","94","PVERD","284322"
"395,011","C","06","2023-01-04","MOSTRADOR","4","TTP","17:05:02","308","TL","284323"
"26,877","C","24","2023-01-04","MOSTRADOR","154","TZM","17:04:03","16","TMZ","284324"
"196,482","C","07","2023-01-04","MOSTRADOR","14","TAV","17:08:50","735","AC","284325"
"196,481","C","07","2023-01-04","MOSTRADOR","25","TAV","17:05:25","589","AC","284326"
"26,879","C","24","2023-01-04","MOSTRADOR","13","TZM","17:05:11","288","TMZ","284327"
"250,274","K","20","2023-01-04","MOSTRADOR","506","TPZ","17:07:36","676","PR","284328"
"3,676","Z","24","2023-01-04","COSTA DE VERACRUZ","270","3ZM","17:03:29","638","TMZ","284329"
"343,604","C","04","2023-01-04","MOSTRADOR","54","TPL","17:22:20","538","PVERD","284330"
"100,235","C","31","2023-01-04","MOSTRADOR","196","TR2","17:09:24","684","VEPR2","284331"
"605,377","C","08","2023-01-04","MOSTRADOR","646","TT2","17:10:06","423","RP","284332"
"343,602","C","04","2023-01-04","MOSTRADOR","34","TPL","17:18:09","94","PVERD","284333"
"605,378","C","08","2023-01-04","MOSTRADOR","331","TT2","17:10:32","769","RP","284334"
"26,951","C","21","2023-01-04","CARLOS AMADOR ORTA FLORES","137","3TX","17:07:38","219","TX","284335"
"395,016","C","06","2023-01-04","MOSTRADOR","63","TTP","17:25:38","337","TL","284336"
"201,739","C","29","2023-01-04","MOSTRADOR","4","TGZ","17:09:19","783","GZAMO","284337"
"534,661","C","03","2023-01-04","MOSTRADOR","94","TME","17:08:35","719","ME","284338"
"534,660","C","03","2023-01-04","MOSTRADOR","42","TME","17:08:33","719","ME","284339"
"337,895","C","25","2023-01-04","MOSTRADOR","124","TPA","17:10:29","711","PAPAN","284340"
"491,667","C","19","2023-01-04","MOSTRADOR","64","TID","17:08:30","753","INDE","284341"
"337,894","C","25","2023-01-04","MOSTRADOR","63","TPA","17:09:39","508","PAPAN","284342"
"26,882","C","24","2023-01-04","MOSTRADOR","77","TZM","17:09:05","288","TMZ","284343"
"534,662","C","03","2023-01-04","MOSTRADOR","138","TME","17:22:45","719","ME","284344"
"575,087","C","17","2023-01-04","MOSTRADOR","20","TMS","17:09:22","693","MISAN","284345"
"32,334","C","12","2023-01-04","MOSTRADOR","4","TXA","18:44:54","55","XALAP","284346"
"491,668","C","19","2023-01-04","MOSTRADOR","30","TID","17:09:37","753","INDE","284347"
"575,088","C","17","2023-01-04","MOSTRADOR","81","TMS","17:15:15","689","MISAN","284348"
"160,343","C","28","2023-01-04","MOSTRADOR","155","TCZ","17:12:23","322","COAT","284349"
"26,883","C","24","2023-01-04","MOSTRADOR","135","TZM","17:12:02","288","TMZ","284350"
"201,740","C","29","2023-01-04","MOSTRADOR","219","TGZ","17:10:20","771","GZAMO","284351"
"605,379","C","08","2023-01-04","MOSTRADOR","359","TT2","17:12:11","372","RP","284352"
"26,884","C","24","2023-01-04","MOSTRADOR","300","TZM","17:12:25","503","TMZ","284353"
"491,669","C","19","2023-01-04","MOSTRADOR","34","TID","17:11:00","753","INDE","284354"
"196,483","C","07","2023-01-04","MOSTRADOR","206","TAV","17:14:12","764","AC","284355"
"201,741","C","29","2023-01-04","MOSTRADOR","46","TGZ","17:11:48","783","GZAMO","284356"
"395,013","C","06","2023-01-04","MOSTRADOR","437","TTP","17:13:45","337","TL","284357"
"201,741","C","29","2023-01-04","MOSTRADOR","322","TGZ","17:15:05","771","GZAMO","284358"
"32,334","C","12","2023-01-04","MOSTRADOR","2","TXA","17:28:14","55","XALAP","284359"
"46,808","G","38","2023-01-04","PUBLICO EN GENERAL MLIBRE","1","TML","17:12:33","679","FMLIB","284360"
"412,982","C","36","2023-01-04","MOSTRADOR","162","TAF","17:12:58","700","ALFIN","284361"
"605,380","C","08","2023-01-04","MOSTRADOR","86","TT2","17:13:49","769","RP","284362"
"68,320","C","35","2023-01-04","MOSTRADOR","104","TPP","17:13:28","758","PAPA2","284363"
"46,809","G","38","2023-01-04","PUBLICO EN GENERAL MLIBRE","3","TML","17:13:47","679","FMLIB","284364"
"201,743","C","29","2023-01-04","MOSTRADOR","211","TGZ","17:14:03","520","GZAMO","284365"
"47,826","C","30","2023-01-04","MOSTRADOR","71","TVZ","19:03:03","715","VERAC","284366"
"160,347","C","28","2023-01-04","MOSTRADOR","34","TCZ","17:18:55","625","COAT","284367"
"289,241","C","21","2023-01-04","MOSTRADOR","277","TTX","17:15:45","397","TX","284368"
"491,670","C","19","2023-01-04","MOSTRADOR","54","TID","17:16:42","753","INDE","284369"
"26,885","C","24","2023-01-04","MOSTRADOR","565","TZM","17:13:51","16","TMZ","284370"
"337,896","C","25","2023-01-04","MOSTRADOR","145","TPA","17:18:50","456","PAPAN","284371"
"46,810","G","38","2023-01-04","PUBLICO EN GENERAL MLIBRE","2","TML","17:14:48","679","FMLIB","284372"
"395,015","C","06","2023-01-04","MOSTRADOR","62","TTP","17:19:49","773","TL","284373"
"160,344","C","28","2023-01-04","MOSTRADOR","78","TCZ","17:15:11","322","COAT","284374"
"25,329","C","31","2023-01-04","FERCET DE POZA RICA","196","3R2","17:15:42","684","VEPR2","284375"
"605,381","C","08","2023-01-04","MOSTRADOR","15","TT2","17:18:43","423","RP","284376"
"164,824","C","27","2023-01-04","MOSTRADOR","41","TT3","17:15:23","778","HIDAL","284377"
"567,456","C","05","2023-01-04","MOSTRADOR","61","TT1","17:15:07","45","TZ","284378"
"68,322","C","35","2023-01-04","MOSTRADOR","103","TPP","17:19:10","758","PAPA2","284379"
"46,811","G","38","2023-01-04","PUBLICO EN GENERAL MLIBRE","0","TML","17:15:56","679","FMLIB","284380"
"201,744","C","29","2023-01-04","MOSTRADOR","179","TGZ","17:19:37","524","GZAMO","284381"
"201,747","C","29","2023-01-04","MOSTRADOR","212","TGZ","17:25:15","783","GZAMO","284382"
"3,676","Z","24","2023-01-04","COSTA DE VERACRUZ","270","3ZM","17:16:56","16","TMZ","284383"
"337,896","C","25","2023-01-04","MOSTRADOR","1","TPA","17:12:13","508","PAPAN","284384"
"16,228","W","06","2023-01-04","MOSTRADOR","7","3TP","17:28:51","773","TL","284385"
"289,242","C","21","2023-01-04","MOSTRADOR","50","TTX","17:15:55","725","TX","284386"
"26,886","C","24","2023-01-04","MOSTRADOR","37","TZM","17:10:54","503","TMZ","284387"
"160,346","C","28","2023-01-04","MOSTRADOR","309","TCZ","17:18:53","322","COAT","284388"
"39,835","C","04","2023-01-04","MAQUINARIA AGRO INDUSTRIAL FRUTICOLA","192","3PL","17:21:26","782","PVERD","284389"
"66,596","C","23","2023-01-04","CEDIS CATORSA","0","TR","17:16:30","15","15","284390"
"62,958","Z","12","2023-01-04",,"0","TAS","17:15:52","5","CEDIS","284391"
"412,986","C","36","2023-01-04","MOSTRADOR","71","TAF","17:29:00","700","ALFIN","284392"
"23,318","C","08","2023-01-04","ELENA HERNANDEZ MARTINEZ","898","3T2","17:16:48","372","RP","284393"
"26,886","C","24","2023-01-04","MOSTRADOR","48","TZM","17:16:35","503","TMZ","284394"
"46,812","G","38","2023-01-04","PUBLICO EN GENERAL MLIBRE","3","TML","17:16:33","679","FMLIB","284395"
"567,457","C","05","2023-01-04","MOSTRADOR","110","TT1","17:18:17","640","TZ","284396"
"491,676","C","19","2023-01-04","MOSTRADOR","256","TID","17:25:55","511","INDE","284397"
"605,382","C","08","2023-01-04","MOSTRADOR","11","TT2","17:19:39","423","RP","284398"
"66,596","C","37","2023-01-04",,"0","TR","17:16:30","15","15","284399"
"289,243","C","21","2023-01-04","MOSTRADOR","46","TTX","17:17:27","725","TX","284400"
